a_ply1,a_ply2,a_ply3,a_ply4,a_ply5,a_ply6,b_ply1,b_ply2,b_ply3,b_ply4,b_ply5,b_ply6,Category_C,Strength
0.1,0.13333333333333333,0.2,0.23333333333333334,0.26666666666666666,0.3,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0,-0.2769070795186167
0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0,-2.1363184351722757
0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0,-0.4687873668342272
0.0,0.1,0.2,0.3,0.4,0.5,0.0,0.1,0.2,0.3,0.4,0.5,0,0.7035098170987678
0.0,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6666666666666666,0.0,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6666666666666666,0,0.7117332579837229
0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,0,0.7181292675609092
0.0,0.16666666666666666,0.23333333333333334,0.4,0.43333333333333335,0.4666666666666667,0.0,0.16666666666666666,0.23333333333333334,0.4,0.43333333333333335,0.4666666666666667,0,-0.6698048106886771
0.0,0.16666666666666666,0.23333333333333334,0.4,0.5,0.6,0.0,0.16666666666666666,0.23333333333333334,0.4,0.5,0.6,0,0.7062509640604194
0.0,0.16666666666666666,0.23333333333333334,0.4,0.5666666666666667,0.7333333333333333,0.0,0.16666666666666666,0.23333333333333334,0.4,0.5666666666666667,0.7333333333333333,0,0.7117332579837229
0.0,0.06666666666666667,0.23333333333333334,0.3,0.3333333333333333,0.36666666666666664,0.0,0.06666666666666667,0.23333333333333334,0.3,0.3333333333333333,0.36666666666666664,0,-1.7772281831959178
0.0,0.06666666666666667,0.23333333333333334,0.3,0.4,0.5,0.0,0.06666666666666667,0.23333333333333334,0.3,0.4,0.5,0,0.07213230026501868
0.0,0.06666666666666667,0.23333333333333334,0.3,0.4666666666666667,0.6666666666666666,0.0,0.06666666666666667,0.23333333333333334,0.3,0.4666666666666667,0.6666666666666666,0,0.14157468996019268
0.1,0.23333333333333334,0.36666666666666664,0.7666666666666667,0.9666666666666667,1.0,0.0,0.03333333333333333,0.06666666666666667,0.1,0.1,0.9333333333333333,0,0.89813125137603
0.26666666666666666,0.4,0.6666666666666666,0.7,0.9333333333333333,1.0,0.0,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.9666666666666667,0,-0.5281788843366788
0.3333333333333333,0.6,0.6666666666666666,0.7666666666666667,0.8666666666666667,0.9,0.26666666666666666,0.5666666666666667,0.6333333333333333,0.7333333333333333,0.8333333333333334,0.8666666666666667,0,0.9173192801075919
0.26666666666666666,0.5,0.6,0.7666666666666667,0.9,0.9333333333333333,0.06666666666666667,0.3333333333333333,0.36666666666666664,0.5,0.6,0.9,0,0.9090958392226368
0.3,0.43333333333333335,0.6666666666666666,0.7666666666666667,0.9,0.9333333333333333,0.26666666666666666,0.4,0.6333333333333333,0.7333333333333333,0.8666666666666667,0.9333333333333333,0,0.9118369861842884
0.3333333333333333,0.6666666666666666,0.8333333333333334,0.8666666666666667,0.9,0.9333333333333333,0.3,0.6333333333333333,0.8,0.8333333333333334,0.9,0.9333333333333333,0,-1.043514513127177
0.0,0.06666666666666667,0.16666666666666666,0.2,0.3333333333333333,0.43333333333333335,0.0,0.06666666666666667,0.16666666666666666,0.2,0.3333333333333333,0.43333333333333335,0,-0.6871654081124704
0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.2,0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0,0.8661512034900953
0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0,0.8661512034900953
0.5333333333333333,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.8,1.0,0.0,0.23333333333333334,0.3,0.5,0.5666666666666667,0.8666666666666667,0,-0.40391355540847357
0.3333333333333333,0.5666666666666667,0.6666666666666666,0.7,0.9,1.0,0.03333333333333333,0.06666666666666667,0.4,0.5333333333333333,0.5666666666666667,0.7333333333333333,0,0.902699829645449
0.4,0.5333333333333333,0.5666666666666667,0.7333333333333333,0.8,0.9666666666666667,0.06666666666666667,0.2,0.36666666666666664,0.4,0.5333333333333333,0.6666666666666666,0,0.902699829645449
0.0,0.2,0.5,0.6,0.7333333333333333,0.8666666666666667,0.0,0.16666666666666666,0.36666666666666664,0.5333333333333333,0.6666666666666666,0.7666666666666667,0,0.893562673106611
0.06666666666666667,0.13333333333333333,0.16666666666666666,0.2,0.9333333333333333,0.9666666666666667,0.0,0.13333333333333333,0.16666666666666666,0.2,0.43333333333333335,0.9666666666666667,0,-0.3856392423307961
0.03333333333333333,0.26666666666666666,0.36666666666666664,0.4666666666666667,0.6333333333333333,0.8,0.0,0.2,0.3,0.4,0.5666666666666667,0.6666666666666666,0,0.8844255165677729
0.03333333333333333,0.06666666666666667,0.1,0.43333333333333335,0.6333333333333333,0.7333333333333333,0.0,0.06666666666666667,0.1,0.4,0.6,0.6666666666666666,0,-0.7237140342678253
0.1,0.13333333333333333,0.16666666666666666,0.26666666666666666,0.5,0.8333333333333334,0.1,0.13333333333333333,0.16666666666666666,0.2,0.4666666666666667,0.8,0,0.8752883600289335
0.23333333333333334,0.36666666666666664,0.5333333333333333,0.5666666666666667,0.7,1.0,0.1,0.3,0.4,0.5666666666666667,0.6333333333333333,1.0,0,0.902699829645449
0.0,0.06666666666666667,0.16666666666666666,0.2,0.3,0.5666666666666667,0.0,0.06666666666666667,0.1,0.2,0.26666666666666666,0.3333333333333333,0,0.8752883600289335
0.0,0.1,0.16666666666666666,0.2,0.3,0.3333333333333333,0.0,0.1,0.13333333333333333,0.2,0.3,0.3333333333333333,0,-0.8333599127338884
0.26666666666666666,0.5,0.5333333333333333,0.5666666666666667,0.6,0.6666666666666666,0.03333333333333333,0.4666666666666667,0.5333333333333333,0.5666666666666667,0.6,0.6666666666666666,0,0.8844255165677729
0.09000000000000001,0.09000000000000001,0.1766666666666667,0.1766666666666667,0.30333333333333334,0.36666666666666664,0.0,0.09000000000000001,0.09000000000000001,0.1766666666666667,0.23999999999999996,0.30333333333333334,1,-0.24675446294044875
0.06999999999999999,0.06999999999999999,0.14333333333333337,0.14333333333333337,0.24333333333333335,0.29333333333333333,0.0,0.06999999999999999,0.06999999999999999,0.14333333333333337,0.19333333333333336,0.24333333333333335,1,-0.38929410494633143
0.05999999999999999,0.05999999999999999,0.11666666666666667,0.11666666666666667,0.2,0.24333333333333335,0.0,0.05999999999999999,0.05999999999999999,0.11666666666666667,0.16000000000000003,0.2,1,-0.3189379995972744
0.05999999999999999,0.05999999999999999,0.11666666666666667,0.11666666666666667,0.2,0.24333333333333335,0.0,0.05999999999999999,0.05999999999999999,0.11666666666666667,0.16000000000000003,0.2,1,-0.3189379995972744
0.04333333333333333,0.04333333333333333,0.08666666666666666,0.08666666666666666,0.15,0.18333333333333332,0.0,0.04333333333333333,0.04333333333333333,0.08666666666666666,0.11999999999999998,0.15,1,0.276804606735004
0.04000000000000001,0.04000000000000001,0.07666666666666666,0.07666666666666666,0.13333333333333333,0.16000000000000003,0.0,0.04000000000000001,0.04000000000000001,0.07666666666666666,0.10666666666666665,0.13333333333333333,1,-1.00879331827959
0.03666666666666665,0.03666666666666665,0.06999999999999999,0.06999999999999999,0.11999999999999998,0.14333333333333337,0.0,0.03666666666666665,0.03666666666666665,0.06999999999999999,0.09666666666666668,0.11999999999999998,1,0.276804606735004
0.04000000000000001,0.04000000000000001,0.07666666666666666,0.07666666666666666,0.13333333333333333,0.16000000000000003,0.0,0.04000000000000001,0.04000000000000001,0.07666666666666666,0.10666666666666665,0.13333333333333333,1,-1.00879331827959
0.03666666666666665,0.04000000000000001,0.06999999999999999,0.06999999999999999,0.11999999999999998,0.14333333333333337,0.0,0.03666666666666665,0.03666666666666665,0.06999999999999999,0.09666666666666668,0.11999999999999998,1,0.276804606735004
0.04333333333333333,0.08333333333333333,0.12666666666666668,0.16666666666666666,0.21000000000000002,0.2533333333333333,0.0,0.016666666666666666,0.03333333333333333,0.05,0.06666666666666667,0.08333333333333333,1,1.3650399505106836
0.04333333333333333,0.09333333333333332,0.14666666666666667,0.2,0.25,0.30333333333333334,0.0,0.05333333333333332,0.10333333333333332,0.15666666666666665,0.21000000000000002,0.26,1,0.8679786347978627
0.04000000000000001,0.09333333333333332,0.14333333333333337,0.19666666666666668,0.24666666666666667,0.3,0.0,0.05,0.10333333333333332,0.15333333333333332,0.20666666666666664,0.25666666666666665,1,1.0370160307663767
0.04000000000000001,0.05,0.09333333333333332,0.10333333333333332,0.16999999999999998,0.2033333333333333,0.0,0.05,0.05,0.10333333333333332,0.13999999999999999,0.1766666666666667,1,-2.2103294031368685
0.11000000000000003,0.24666666666666667,0.38333333333333336,0.5233333333333333,0.66,0.7966666666666666,0.0,0.13666666666666666,0.2733333333333333,0.4133333333333333,0.55,0.6866666666666668,1,1.3622988035490318
0.11000000000000003,0.13666666666666666,0.24666666666666667,0.2733333333333333,0.45,0.5466666666666666,0.0,0.13666666666666666,0.13666666666666666,0.2733333333333333,0.37000000000000005,0.47000000000000003,1,1.0982349795765955
0.11333333333333334,0.13333333333333333,0.24666666666666667,0.26666666666666666,0.37999999999999995,0.4466666666666666,0.0,0.11333333333333334,0.13333333333333333,0.24666666666666667,0.31333333333333335,0.37999999999999995,1,-0.007360961622877091
0.11333333333333334,0.13333333333333333,0.24333333333333335,0.26333333333333336,0.3766666666666667,0.44333333333333336,0.0,0.11333333333333334,0.13333333333333333,0.24333333333333335,0.31,0.3766666666666667,1,1.2873741199305557
0.11333333333333334,0.11333333333333334,0.22666666666666668,0.22666666666666668,0.32,0.36666666666666664,0.0,0.11333333333333334,0.11333333333333334,0.22666666666666668,0.2733333333333333,0.32,1,-0.2449270316326814
0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0.4,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,1,-1.1897090177485945
0.1,0.2,0.3,0.4,0.5,0.6,0.0,0.1,0.2,0.3,0.4,0.5,1,-0.5254377373750271
0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,1,-2.1363184351722757
0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,1,-0.4687873668342272
0.0,0.1,0.2,0.3,0.4,0.5,0.0,0.1,0.2,0.3,0.4,0.5,1,0.7035098170987678
0.0,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6666666666666666,0.0,0.13333333333333333,0.26666666666666666,0.4,0.5333333333333333,0.6666666666666666,1,0.7117332579837229
0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.8333333333333334,1,0.7181292675609092
0.0,0.16666666666666666,0.23333333333333334,0.4,0.43333333333333335,0.4666666666666667,0.0,0.16666666666666666,0.23333333333333334,0.4,0.43333333333333335,0.4666666666666667,1,-0.6698048106886771
0.0,0.16666666666666666,0.23333333333333334,0.4,0.5,0.6,0.0,0.16666666666666666,0.23333333333333334,0.4,0.5,0.6,1,0.7062509640604194
0.0,0.16666666666666666,0.23333333333333334,0.4,0.5666666666666667,0.7333333333333333,0.0,0.16666666666666666,0.23333333333333334,0.4,0.5666666666666667,0.7333333333333333,1,0.7117332579837229
0.0,0.06666666666666667,0.23333333333333334,0.3,0.3333333333333333,0.36666666666666664,0.0,0.06666666666666667,0.23333333333333334,0.3,0.3333333333333333,0.36666666666666664,1,-1.7772281831959178
0.0,0.06666666666666667,0.23333333333333334,0.3,0.4,0.5,0.0,0.06666666666666667,0.23333333333333334,0.3,0.4,0.5,1,0.07213230026501868
0.0,0.06666666666666667,0.23333333333333334,0.3,0.4666666666666667,0.6666666666666666,0.0,0.06666666666666667,0.23333333333333334,0.3,0.4666666666666667,0.6666666666666666,1,0.14157468996019268
0.7333333333333333,0.8,0.8333333333333334,0.8666666666666667,0.9,0.9333333333333333,0.3,0.7666666666666667,0.8333333333333334,0.8666666666666667,0.9,0.9333333333333333,1,-0.014670686853947833
0.3,0.6333333333333333,0.7333333333333333,0.8333333333333334,0.9,0.9333333333333333,0.13333333333333333,0.4666666666666667,0.7333333333333333,0.7666666666666667,0.8666666666666667,0.9333333333333333,1,-0.24858189424821675
0.13333333333333333,0.6666666666666666,0.8,0.8666666666666667,0.9,0.9333333333333333,0.13333333333333333,0.5,0.7,0.8333333333333334,0.9,0.9333333333333333,1,0.9209741427231266
0.06666666666666667,0.13333333333333333,0.6333333333333333,0.8333333333333334,0.9,0.9333333333333333,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.6666666666666666,0.8666666666666667,0.9333333333333333,1,0.071218584611135
0.0,0.06666666666666667,0.2,0.3,0.5666666666666667,0.6,0.0,0.03333333333333333,0.16666666666666666,0.3,0.5333333333333333,0.6,1,-1.737938410078912
0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,1,0.8661512034900953
0.16666666666666666,0.26666666666666666,0.4,0.5666666666666667,0.8666666666666667,0.9333333333333333,0.13333333333333333,0.26666666666666666,0.36666666666666664,0.5333333333333333,0.6333333333333333,0.9,1,-0.13893601578215303
0.2,0.26666666666666666,0.4666666666666667,0.5666666666666667,0.8666666666666667,0.9,0.13333333333333333,0.2,0.4,0.5,0.5666666666666667,0.9,1,-0.39477639886963484
0.16666666666666666,0.2,0.36666666666666664,0.5666666666666667,0.7,0.7333333333333333,0.13333333333333333,0.2,0.36666666666666664,0.43333333333333335,0.6666666666666666,0.7333333333333333,1,-0.9064571650445978
0.2,0.3,0.4,0.6333333333333333,0.7666666666666667,0.9333333333333333,0.0,0.23333333333333334,0.3333333333333333,0.43333333333333335,0.7333333333333333,0.8,1,0.12604152384416686
0.0,0.06666666666666667,0.26666666666666666,0.36666666666666664,0.5333333333333333,0.7,0.0,0.06666666666666667,0.26666666666666666,0.3,0.5333333333333333,0.6,1,0.48239062885887296
0.03333333333333333,0.1,0.26666666666666666,0.5666666666666667,0.6333333333333333,0.8333333333333334,0.0,0.1,0.16666666666666666,0.43333333333333335,0.6333333333333333,0.7,1,0.8844255165677729
0.0,0.1,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.36666666666666664,0.0,0.06666666666666667,0.13333333333333333,0.2,0.3,0.36666666666666664,1,0.8661512034900953
0.06666666666666667,0.1,0.23333333333333334,0.3,0.36666666666666664,0.4,0.03333333333333333,0.1,0.13333333333333333,0.26666666666666666,0.36666666666666664,0.4,1,-0.9155943215834359
0.0,0.1,0.13333333333333333,0.16666666666666666,0.23333333333333334,0.9666666666666667,0.0,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.2,0.3,1,0.8661512034900953
0.03333333333333333,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.6,0.03333333333333333,0.06666666666666667,0.1,0.16666666666666666,0.2,0.43333333333333335,1,-3.1359233605212213
0.0,0.1,0.13333333333333333,0.16666666666666666,0.23333333333333334,0.5,0.0,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.2,0.26666666666666666,1,-0.751125503884341
